epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,22489.5,1.3319,7.62272,1.06631,0.72934,0.31088,0.32321,0.23946,0.79735,3.87275,0.84374,0.00333302,0.00333302,0.00333302
2,55063.6,1.17228,5.16518,1.00097,0.71295,0.34928,0.36817,0.28256,0.73889,3.23411,0.83363,0.00534641,0.00534641,0.00534641
